,work_id,user_id,title,rating,summary,language,words,comments,kudos,bookmarks,hits,completed,chapters_written,chapters_total,datetime_updated
98,work_864147,user-194104,Hungry,Mature,"The first thing Harry knew about it was when he woke up lying on a bed in the hospital wing, with his arm firmly stuck to the scrawny, milk-white arm of Draco bloody Malfoy.",English,24249,358,16102,2651,265776,True,1,1,2013-06-30
99,work_14371158,user-3811113,The Untouchable,Mature,"When he's little, Harry discovers something Very Special: he can make his wishes come true. Literally.",English,74840,1538,15968,5201,224396,True,14,14,2020-04-04
100,work_14600361,user-1554475,Expectant,Explicit,"After he accidentally gets Malfoy pregnant on a drunken fuck at a club, Harry doesn't anticipate that it'd be just as easy to fall in love with him.",English,62460,623,15929,3832,300798,True,1,1,2018-05-16
101,work_20644262,user-74135,snipers solve 99% of all problems,Mature,"Ed had thought, after the whole Promised Day, homunculus, entire country harvested for alchemical batteries thing, the batshit quotient of his life would have settled down some. He really ought to have topped out the meter with that one. But no. The bullshit is just getting started. ",English,254070,16821,15818,4884,620319,False,85,,2022-08-21
102,work_28534965,user-4758,Redivider,Mature,"In the summer before his sixth year at Hogwarts, Harry decides to take his own words to heart - it is time to let the Gryffindor go. As he tries to navigate the world with the eyes of a Slytherin, he surprises everyone with what he discovers he’s capable of. ",English,75636,3253,15769,3987,337070,False,12,,2022-05-27
103,work_922767,user-55406,Leo Inter Serpentes: First Year,Teen And Up Audiences,"A retelling of the original series, but this time, our hero wears green and silver, not red and gold.",English,50270,1349,15740,1901,431532,True,11,11,2013-10-14
104,work_2430569,user-102887,Hopeless,General Audiences,"You see, it is all very sudden and unexpected. When they parted ways after fifth year, Moony was just good old Moony. Soft, warm, a little tattered around the edges; smelling of old books, chocolate, and a light wolfish undertone that Sirius has only been able to pick up on since Padfoot came around. Moony with his comfy, oversized jumpers, his cardigans, of all things (really, what teenage boy wears cardigans?), his common sense, dry wit, and secret wicked humour.But when they come back for sixth year, Moony is hot.",English,2524,206,15702,1644,137543,True,1,1,2014-10-09
105,work_689909,user-49058,The Spellmaker,Mature,Latin; a dead language with no practical applications except perhaps the deciphering of old texts and as a particularly quaint party trick. ,English,166726,2280,15587,5754,389350,False,24,,2020-05-20
106,work_586020,user-92712,All Hallow's Eve - New York,Teen And Up Audiences,"Harry Potter had never really managed a normal, peaceful Halloween, so he really shouldn't have been surprised when he was suddenly displaced from the grocery store and found himself in front of a maniacally cackling man in a very dramatic outfit.",English,1698,191,15486,2345,131894,True,1,1,2012-10-26
107,work_9848264,user-2693,Dearly Beloved,Teen And Up Audiences,"or: Five times Percival Graves said he was married, and one time Tina believed him.",English,11547,337,15402,4305,137739,True,1,1,2017-03-03
108,work_14469255,user-4076802,Let's Try Again,Explicit,After the war Harry Potter's world falls apart. Then he is offered a chance to try and make a better future for himself and his friends. Of course things are never simple.,English,618096,2099,15384,5178,847505,True,29,29,2019-11-01
109,work_24779923,user-7624795,Another Mind Game,Teen And Up Audiences,"Harry’s occlumency reveals his disturbing home life which sets off a chain reaction that cannot be undone. Snape finds himself begrudgingly caring about the bespectacled boy, Harry discovers what it's like to have adults who care, and Hermione finds herself becoming an accidental crime lord. Draco Malfoy is very much along for the ride, in all senses of the word.",English,54012,1690,15291,4054,269753,True,17,17,2020-10-26
110,work_10672917,user-946070,The Debt of Time,Explicit,"When Hermione finds a way to bring Sirius back from the veil, her actions change the rest of the war. Little does she know her spell restoring him to life provokes magic she doesn't understand and sets her on a path that ends with a Time-Turner.",English,715940,6554,15144,6592,1272251,True,154,154,2017-11-25
111,work_6427408,user-8,Unseen,Mature,"When he wasn’t wearing it, he got jumpy, always waiting for someone to come at him wanting something—and now they did it even more urgently, if they ever saw him, because most of the time, nobody did.",English,10885,247,15095,2430,147845,True,1,1,2016-04-01
112,work_8125531,user-57437,"Hogwarts, to welcome you home",General Audiences,"“You understand, Professor,” Harry began, after a moment, “that I don’t have my N.E.W.T.s. I never even finished seventh year. Between everything, I never had a chance the first time around, and then afterwards there didn’t seem to be much point. Hermione argued for it, of course, but I was so tired of Britain. So technically, I am completely unqualified for the position.”",English,11146,592,14939,4944,145765,True,1,1,2016-09-25
113,work_3725452,user-88480,"Hiding Scrawl, Licking Freckles, and Other Average Wizard Things",General Audiences,"Someone out there is obsessed with his freckles, and damn it, Seamus Finnigan wants to know who. ",English,3663,230,14916,1475,171279,True,1,1,2015-04-11
114,work_10566861,user-287005,the family potter,General Audiences,"Lily remembered her sister, how there had been a time she was curious and delighted about magic, before it slowly sank in that she could look and not touch.",English,9751,948,14854,3059,142711,True,1,1,2017-04-09
115,work_24618421,user-2040088,Snake Scales and Serpent Tails,Mature,"Harry's 5th year was probably the worst year of his life. First Voldemort happened, then Umbridge, then Voldemort AGAIN, and then Sirius died. Harry doesn't even have the time to properly mourn Sirius before he's shipped back to the Dursley's for the summer. He can't even think straight and with each passing day since losing Sirius, Harry feels more and more exhausted. By the time his 16th birthday rolls around, Uncle Vernon has to literally beat Harry just to wake him up. ",English,449036,6188,14802,3714,777719,False,83,,2022-08-30
116,work_8169415,user-1335021,Two Weeks,Explicit,"If Harry had to guess which out of he or his Auror Partner, and tentative new friend, Draco Malfoy, would turn out to have Veela ancestry, his answer would be: neither, because that is ridiculous. Finding out the answer is actually him, and that his Veela heritage is wreaking havoc on his ability to work, sleep, and above all be in the same room as Malfoy, is a surprise to say the least. But this is fine. Harry’s been through worse, and he can just sit this one out, regardless of how much his body is screaming for the one person he doesn’t want to ask for help. Can’t he?",English,21951,437,14691,2875,176743,True,1,1,2016-10-15
117,work_319257,user-6004,At Your Service,Explicit,Hogwarts students are in danger; Harry is determined to save them all. There's only one thing he knows for certain: Draco Malfoy is somehow involved.,English,95752,772,14671,4236,274475,True,9,9,2012-01-14
118,work_910437,user-192660,The Wolf Pack,Teen And Up Audiences,"Nobody said achieving your animagus form was easy. Draco could handle being a wolf pup for a while, right? How bad could it be?",English,13672,287,14535,2484,156759,True,1,1,2013-08-03
119,work_3114812,user-104018,Helix,Explicit,"Seven months after the end of the war, Harry is feeling lost. Fortunately, he is about to be offered an unexpected and sparkling chance to find himself again. [2014 advent fic]",English,92870,1143,14508,4226,308515,True,25,25,2015-01-04
120,work_7900501,user-287005,the girl who lived (again),General Audiences,"Molly tried her best. When Harry had told them, Arthur had asked excitedly, ""is this a Muggle thing?"" Hermione had hurried out a ""no!"" and a frantic history of gender diversity in the wizarding world.  ",English,10330,687,14484,2692,149203,True,1,1,2016-08-29
121,work_7321738,user-1606346,Death is but the Next Great Adventure,Mature,What if that night in Godric's Hollow went differently? What if Harry did die? What if Death stepped in and made a deal with the Savior of the Wizarding World? How different would Harry's life be after that deal?,English,288894,2834,14477,4180,427102,False,61,,2021-08-12
122,work_23875939,user-6938014,Remain Nameless,Explicit,"How did it feel? It felt like he was barely holding it together. She, of all people, should shun him. Or yell at him. Curse him. Spit at him. Take out her wand and blast him off the face of the earth. It was crushing guilt and relief and confusion all at once when he looked at Hermione Granger.The monotony of Draco’s daily routine had become both a lifeline and a noose. But this new habit of grabbing coffee with Hermione Granger is quickly becoming a reason to get out of bed and is unfortunately forcing him to re-evaluate his inconsequential existence.Hermione is living her life in fragments, separate pieces scattered about, and she can’t find a way to step back and let the full picture form. Why are morning meetings with Draco Malfoy the only thing that make sense anymore?",English,312286,7225,14456,6003,887626,True,51,51,2020-11-24
123,work_653038,user-9,Proof That Tony Stark Has a Heart,Mature,"With Voldemort defeated and Harry turning seventeen, the elder Weasley boys decide to give him a chance to be a normal teenager for a while; namely, by buying him a ticket to Malibu, California. But of course, Harry Potter can never do anything normally. Especially not once he meets Tony Stark in a club, and begins a holiday romance that leaves him with more than just memories.",English,177588,916,14295,5351,403951,True,36,36,2013-04-23
124,work_1793110,user-15037,"You First, Loser",Explicit,"When Harry and Draco’s “not serious” three-year relationship results in a one-in-a-million pregnancy, they decide who will be the unlucky one to tell their families in a very mature and adult fashion that indubitably proves their inherently stellar parenting abilities: with a bet over a (probably rigged, let’s be real; Draco is playing) game of Exploding Snap.",English,6372,473,14258,2445,142992,True,1,1,2014-06-16
